learning_rate,lora_rank,steps,final_mse,final_mae,final_r2,early_stopped
1e-05,2,1500,0.2940110606633046,0.3223103173524141,0.05553533316443633,False
1e-05,4,900,0.31166059526576784,0.34722353094816205,-0.11837701360840032,True
1e-05,8,900,0.2807468207873323,0.31057655335962775,0.10697088707562172,True
5e-05,2,1500,0.09376633662357121,0.19697921799123289,0.6187342883072209,False
5e-05,4,1500,0.08887032415493518,0.18564166663587092,0.7423024821446911,False
5e-05,8,1500,0.044413863169393816,0.13875681357085706,0.8355066818146744,False
0.0001,2,1500,0.06626446034683972,0.17313114552199843,0.6924992078574166,False
0.0001,4,1500,0.044533650802812866,0.14027861572802064,0.8459059677218506,False
0.0001,8,1500,0.051407469937942304,0.15314478291571137,0.8099537855028576,False
