context_length,steps,final_mse,final_mae,final_r2,early_stopped
128,2000,0.18043885002507956,0.2767184792608023,0.3192740893979962,False
512,2000,0.023150815951071074,0.0879636985808611,0.9063185480118635,False
768,2000,0.031238377382598208,0.10843883870542051,0.8648123620689165,False
